"Count","Result","Time","Title","FullPath","LengthInKB","HexSignature","FileExtn","PotentiallyMalicious","ExtNoMatch"
"1064","Extension matches magic number","9/1/2018 12:38:40 AM","com.ti.jna_1.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\com.ti.jna_1.0.0.201609121600.jar","1202","504b",".jar","1","0"
"1065","Extension matches magic number","9/1/2018 12:38:26 AM","org.apache.commons.io_1.3.2.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\org.apache.commons.io_1.3.2.201609121600.jar","87","504b",".jar","1","0"
"1066","Extension matches magic number","9/1/2018 12:38:25 AM","org.json_1.0.0.201609121600.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\tools-commonRepo\plugins\org.json_1.0.0.201609121600.jar","42","504b",".jar","1","0"
"1067","Magic number does not match extension","9/1/2018 12:38:07 AM","com.ti.ccstudio.installer.win32_root_6.2.0.00050","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\binary\com.ti.ccstudio.installer.win32_root_6.2.0.00050","13909","504b",".00050","0","1"
"1068","Extension matches magic number","9/1/2018 12:37:34 AM","artifacts.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\artifacts.jar","02","504b",".jar","1","0"
"1069","Extension matches magic number","9/1/2018 12:37:34 AM","content.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\content.jar","28","504b",".jar","1","0"
"1070","Magic number does not match extension","9/1/2018 12:37:59 AM","com.bh.ccstudio.emulation.win32_root_6.0.83.003","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.bh.ccstudio.emulation.win32_root_6.0.83.003","25752","504b",".003","0","1"
"1071","Magic number does not match extension","9/1/2018 12:38:00 AM","com.sd.ccstudio.emulation.win32_root_5.2.0.14","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.sd.ccstudio.emulation.win32_root_5.2.0.14","27571","504b",".14","0","1"
"1072","Magic number does not match extension","9/1/2018 12:37:48 AM","com.ti.c2000.support.win32_root_4.1.7.0","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.c2000.support.win32_root_4.1.7.0","2230","504b",".0","0","1"
"1073","Magic number does not match extension","9/1/2018 12:37:55 AM","com.ti.c2800.flash_root_1.0.0.2","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.c2800.flash_root_1.0.0.2","346","504b",".2","0","1"
"1074","Magic number does not match extension","9/1/2018 12:38:00 AM","com.ti.ccstudio.automotive.devicesupport_root_1.0.1","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.automotive.devicesupport_root_1.0.1","5370","504b",".1","0","1"
"1075","Magic number does not match extension","9/1/2018 12:37:54 AM","com.ti.ccstudio.c55xx.devicesupport.win32_root_1.1.6","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.c55xx.devicesupport.win32_root_1.1.6","481","504b",".6","0","1"
"1076","Magic number does not match extension","9/1/2018 12:37:56 AM","com.ti.ccstudio.c6000.devicesupport.win32_root_1.1.2","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.c6000.devicesupport.win32_root_1.1.2","532","504b",".2","0","1"
"1077","Magic number does not match extension","9/1/2018 12:37:54 AM","com.ti.ccstudio.c6000mc.devicesupport.win32_root_1.0.5","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.c6000mc.devicesupport.win32_root_1.0.5","162","504b",".5","0","1"
"1078","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.ccstudio.cc2538.devicesupport.win32_root_2.0.1.00","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.cc2538.devicesupport.win32_root_2.0.1.00","145","504b",".00","0","1"
"1079","Magic number does not match extension","9/1/2018 12:37:54 AM","com.ti.ccstudio.cc26xx.devicesupport.win32_root_2.0.1.00","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.cc26xx.devicesupport.win32_root_2.0.1.00","405","504b",".00","0","1"
"1080","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.ccstudio.cc3200.devicesupport.win_root_1.0.8","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.cc3200.devicesupport.win_root_1.0.8","08","504b",".8","0","1"
"1081","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.ccstudio.cc3200.driversupport.win32_root_1.0.8","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.cc3200.driversupport.win32_root_1.0.8","01","504b",".8","0","1"
"1082","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.ccstudio.davinci.devicesupport.win32_root_1.1.3","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.davinci.devicesupport.win32_root_1.1.3","215","504b",".3","0","1"
"1083","Magic number does not match extension","9/1/2018 12:37:47 AM","com.ti.ccstudio.debugserver.win32_root_6.2.1.1781","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.debugserver.win32_root_6.2.1.1781","14047","504b",".1781","0","1"
"1085","File retrieved from zip","9/1/2018 12:37:52 AM","","downloads/","00","No hex value retrieved for files in zip","","0","0"
"1086","File retrieved from zip","9/1/2018 12:37:52 AM","ccs_doc_win32_6.2.0.20160831.zip","downloads/ccs_doc_win32_6.2.0.20160831.zip","239","No hex value retrieved for files in zip",".zip","0","0"
"1087","Magic number does not match extension","9/1/2018 12:37:42 AM","com.ti.ccstudio.hercules.win32_root_6.0.7","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.hercules.win32_root_6.0.7","1207","504b",".7","0","1"
"1088","Magic number does not match extension","9/1/2018 12:37:46 AM","com.ti.ccstudio.installer.msvc.2005.win32_root_6.0.2900.2180","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.installer.msvc.2005.win32_root_6.0.2900.2180","2605","504b",".2180","0","1"
"1089","Magic number does not match extension","9/1/2018 12:37:54 AM","com.ti.ccstudio.installer.msvc.2008.win32_root_9.0.30729.17","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.installer.msvc.2008.win32_root_9.0.30729.17","4097","504b",".17","0","1"
"1090","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.ccstudio.installer.msvc.2012.win32_root_11.0.61030","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.installer.msvc.2012.win32_root_11.0.61030","6208","504b",".61030","0","1"
"1091","Magic number does not match extension","9/1/2018 12:37:47 AM","com.ti.ccstudio.installer.msvc.2015.win32_root_14.0.23506","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.installer.msvc.2015.win32_root_14.0.23506","13442","504b",".23506","0","1"
"1092","Magic number does not match extension","9/1/2018 12:37:49 AM","com.ti.ccstudio.installer.win32_root_6.2.0.00050","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.installer.win32_root_6.2.0.00050","00","504b",".00050","0","1"
"1093","Magic number does not match extension","9/1/2018 12:37:50 AM","com.ti.ccstudio.integra.devicesupport.win32_root_1.0.9","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.integra.devicesupport.win32_root_1.0.9","63","504b",".9","0","1"
"1095","File retrieved from zip","9/1/2018 12:37:52 AM","","downloads/","00","No hex value retrieved for files in zip","","0","0"
"1096","File retrieved from zip","9/1/2018 12:37:52 AM","ccs_launcher_win32_6.2.0.20160106.zip","downloads/ccs_launcher_win32_6.2.0.20160106.zip","19","No hex value retrieved for files in zip",".zip","0","0"
"1097","Magic number does not match extension","9/1/2018 12:37:48 AM","com.ti.ccstudio.msp430.emu.win32_root_6.3.4.4","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.msp430.emu.win32_root_6.3.4.4","16675","504b",".4","0","1"
"1098","Magic number does not match extension","9/1/2018 12:37:41 AM","com.ti.ccstudio.msp432.emu.win32_root_6.3.0.5","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.msp432.emu.win32_root_6.3.0.5","4807","504b",".5","0","1"
"1099","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.ccstudio.omap.devicesupport.win32_root_1.0.9","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.omap.devicesupport.win32_root_1.0.9","436","504b",".9","0","1"
"1100","Magic number does not match extension","9/1/2018 12:37:58 AM","com.ti.ccstudio.shared.devicesupport.win32_root_1.0.9","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.shared.devicesupport.win32_root_1.0.9","4954","504b",".9","0","1"
"1101","Magic number does not match extension","9/1/2018 12:37:56 AM","com.ti.ccstudio.sitara.devicesupport.win32_root_1.3.2","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.sitara.devicesupport.win32_root_1.3.2","3255","504b",".2","0","1"
"1103","File retrieved from zip","9/1/2018 12:37:49 AM","","downloads/","00","No hex value retrieved for files in zip","","0","0"
"1104","File retrieved from zip","9/1/2018 12:37:49 AM","targetdb_default_props_6.0.0.20131206.zip","downloads/targetdb_default_props_6.0.0.20131206.zip","03","No hex value retrieved for files in zip",".zip","0","0"
"1105","Magic number does not match extension","9/1/2018 12:37:48 AM","com.ti.ccstudio.updatetest.win32_root_6.2.0.00050","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.updatetest.win32_root_6.2.0.00050","00","504b",".00050","0","1"
"1107","File retrieved from zip","9/1/2018 12:37:45 AM","","downloads/","00","No hex value retrieved for files in zip","","0","0"
"1108","File retrieved from zip","9/1/2018 12:37:45 AM","ccs_utils_win32_1.0.0.20160210.zip","downloads/ccs_utils_win32_1.0.0.20160210.zip","6807","No hex value retrieved for files in zip",".zip","0","0"
"1109","Magic number does not match extension","9/1/2018 12:37:56 AM","com.ti.ccstudio.xulrunner.win32_root_24.0.0","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.ccstudio.xulrunner.win32_root_24.0.0","23264","504b",".0","0","1"
"1110","Magic number does not match extension","9/1/2018 12:37:55 AM","com.ti.cgt.c2000.15.win32_root_15.12.3.LTS","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.c2000.15.win32_root_15.12.3.LTS","20853","504b",".LTS","0","1"
"1111","Magic number does not match extension","9/1/2018 12:37:42 AM","com.ti.cgt.C5500.4.4.win32_root_4.4.1","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.C5500.4.4.win32_root_4.4.1","21763","504b",".1","0","1"
"1112","Magic number does not match extension","9/1/2018 12:37:50 AM","com.ti.cgt.c6000.7.4.win32_root_7.4.18","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.c6000.7.4.win32_root_7.4.18","29546","504b",".18","0","1"
"1113","Magic number does not match extension","9/1/2018 12:37:46 AM","com.ti.cgt.c6000.8.1.win32_root_8.1.1","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.c6000.8.1.win32_root_8.1.1","25864","504b",".1","0","1"
"1114","Magic number does not match extension","9/1/2018 12:37:37 AM","com.ti.cgt.dmed.win32_root_1.1.4","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.dmed.win32_root_1.1.4","4232","504b",".4","0","1"
"1115","Magic number does not match extension","9/1/2018 12:37:43 AM","com.ti.cgt.msp430.15.win32_root_15.12.3.LTS","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.msp430.15.win32_root_15.12.3.LTS","18531","504b",".LTS","0","1"
"1116","Magic number does not match extension","9/1/2018 12:37:44 AM","com.ti.cgt.tms470.15.win32_root_15.12.3.LTS","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.tms470.15.win32_root_15.12.3.LTS","23301","504b",".LTS","0","1"
"1117","Magic number does not match extension","9/1/2018 12:37:41 AM","com.ti.cgt.tms470.5.2.5.win32_root_5.2.5","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.cgt.tms470.5.2.5.win32_root_5.2.5","18427","504b",".5","0","1"
"1118","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.dsflash.win32_root_6.2.1.1781","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.dsflash.win32_root_6.2.1.1781","767","504b",".1781","0","1"
"1119","Magic number does not match extension","9/1/2018 12:37:48 AM","com.ti.emulation.keystone1.win32_root_1.0.12.0","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.emulation.keystone1.win32_root_1.0.12.0","284","504b",".0","0","1"
"1120","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.emulation.keystone2.win32_root_1.1.7.0","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.emulation.keystone2.win32_root_1.1.7.0","652","504b",".0","0","1"
"1121","Magic number does not match extension","9/1/2018 12:37:52 AM","com.ti.emulation.pack.win32_root_6.0.407.3","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.emulation.pack.win32_root_6.0.407.3","41641","504b",".3","0","1"
"1123","File retrieved from zip","9/1/2018 12:37:37 AM","","downloads/","00","No hex value retrieved for files in zip","","0","0"
"1124","File retrieved from zip","9/1/2018 12:37:37 AM","com.ti.ftdi.drivers.win_2.8.30.20140130.zip","downloads/com.ti.ftdi.drivers.win_2.8.30.20140130.zip","1900","No hex value retrieved for files in zip",".zip","0","0"
"1126","File retrieved from zip","9/1/2018 12:38:02 AM","","downloads/","00","No hex value retrieved for files in zip","","0","0"
"1127","File retrieved from zip","9/1/2018 12:38:02 AM","gcc-arm-none-eabi-4.9.3.2015q3_20150921-win32.zip","downloads/gcc-arm-none-eabi-4.9.3.2015q3_20150921-win32.zip","94740","No hex value retrieved for files in zip",".zip","0","0"
"1128","Magic number does not match extension","9/1/2018 12:37:46 AM","com.ti.stellaris.setup.win32_root_2.0.3.12770","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.stellaris.setup.win32_root_2.0.3.12770","3633","504b",".12770","0","1"
"1129","Magic number does not match extension","9/1/2018 12:37:40 AM","com.ti.tirex_root_2.0.2.131","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.tirex_root_2.0.2.131","17712","504b",".131","0","1"
"1130","Magic number does not match extension","9/1/2018 12:37:47 AM","com.ti.tiva_stellaris.setup.win32_root_2.1.3.15","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\featurerepo\binary\com.ti.tiva_stellaris.setup.win32_root_2.1.3.15","02","504b",".15","0","1"
